百度魏佳艺,#genre#
入了我的心丢了我的魂,http://vdse.bdstatic.com//d5466c6e0a0562d2faa806b3d8b90191.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T16%3A47%3A42Z%2F-1%2Fhost%2F62e7e74589d416c0e2fc9ba2daf1bb1415b80a2a569beda43deeab94c09059b2&vid=7748600506422247954
如果有一天,http://vdse.bdstatic.com//7b39a363077830cffa5fcce129c1381f.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T23%3A01%3A13Z%2F-1%2Fhost%2F2ac903389808a93dce231284f47065e0461b0abfc92ad65c0d04f0efd39aac50&vid=7789406840384869096
如果生活让你受了伤,http://vdse.bdstatic.com//cb1884ddeb13b1e0f9dc375a2e27dd25.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T23%3A02%3A17Z%2F-1%2Fhost%2F71ab294723290dac0753b704418faadf75769aa9f99dfa8d1f76915ce390a57d&vid=7830213174347490238
人生已过半,http://vdse.bdstatic.com//4d6d7564432bd2b5068afe9659b5368e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T19%3A27%3A39Z%2F-1%2Fhost%2F52b14a437cfd9b7c2e51676e88dc5eca37c480d0032d54627226c2e6371c5bee&vid=7871019508310111380
人生如同酒一杯,http://vdse.bdstatic.com//54f1efb34756f05f56e63f68356b2e08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T18%3A32%3A34Z%2F-1%2Fhost%2F6bcd85278b04c4517b1fd63bb9f8c0e3204e43aed9dfe82aedac63c30ab6b122&vid=7911825842272732522
沙漠里没船,http://vdse.bdstatic.com//3f4f373e08bb4b4bf0306df74d7fc43b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T22%3A31%3A46Z%2F-1%2Fhost%2F82c3e9a514c2ae28f011817059d1086c5b95a6c0ad0b1c30211fa272582b1bcd&vid=7993438510197974806
山鬼喝不了道士的酒,http://vdse.bdstatic.com//3b20eaa9bdc711e915ebc8438a38af86.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T21%3A49%3A15Z%2F-1%2Fhost%2F70a424c8fef9ddc92b8d7379a1c183020a85099d247933c7b79304c5867e9e65&vid=8034244844160595948
殇雪,http://vdse.bdstatic.com//ab4337edb85e32aaeb356c731a5edd5e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-12-31T09%3A55%3A25Z%2F-1%2Fhost%2Fa289627bdb1b7ef0bcb53040a57dc85162b3f13aa46262a7b132f9821236c075&vid=8075051178123217090
生活不曾饶过谁,http://vdse.bdstatic.com//9820825676e6d02a5937ee13a00d1d9c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T23%3A03%3A33Z%2F-1%2Fhost%2Fbd5d2b3a80e6f9b06eeb3443f13a426a7f69e798ebda843498370166e99a8152&vid=8115857512085838232
生活只欺穷苦人,http://vdse.bdstatic.com//5245178f5f2b5799be73ba0fdcc058ed.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T23%3A01%3A18Z%2F-1%2Fhost%2F0be57d0f708dafe4046e2cd767eb900e1264241bf3d5348fb923b9de7fad966b&vid=7808714015469219744
生活真的好累,http://vdse.bdstatic.com//1ed6a7593e70daedd3dcc5cdfbb9620e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T07%3A11%3A02Z%2F-1%2Fhost%2F73780e408564d5d5f6072ed70293f8b41d8ca6ceca3a81f43b32f35d867e1353&vid=7849520349431840886
生活一地鸡毛不要慌,http://vdse.bdstatic.com//94c0186c9614d3b6279a0df097bdc1a6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T09%3A51%3A36Z%2F-1%2Fhost%2F205bca40de7d4d9cbb01a21c60b95537613f8dbbae30437a251ccc10ac67f6c2&vid=7890326683394462028
生活九分遗憾,http://vdse.bdstatic.com//1f68aa1eb71dcbba59a90d5fa3f193d5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T22%3A15%3A03Z%2F-1%2Fhost%2F8b8c359ceeca878d42c307c128d17f6b4e6ec3ccb6994b55f2d026d512bacb81&vid=7931133017357083170
生活给我一个耳光,http://vdse.bdstatic.com//b7e1c2d23e33d65e7c177cc430564c66.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T07%3A11%3A21Z%2F-1%2Fhost%2Fb948a65d72f68d82e0bf9d0d9fef8300f7a1cfa383571a49699a24537a887c20&vid=7971939351319704312
生于人间何罪之有,http://vdse.bdstatic.com//6c476723b03b94694871ae7b8d58e8be.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T00%3A10%3A38Z%2F-1%2Fhost%2F3c7a62c2a595b74a4ac76e526280a5b16d5f3b84df428b38a957466098c17260&vid=8012745685282325454
生在人间不说愁,http://vdse.bdstatic.com//878796b5433414c65a0f3fe80f8038b5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T20%3A12%3A51Z%2F-1%2Fhost%2Fe5b83d3fcda3fe2dfed8e6570cb7ab5d62e1882d715e718b62051795210b2d0d&vid=8053552019244946596
输不起的年纪,http://vdse.bdstatic.com//a65341578d75b8f9b5bf1cf7b1301cab.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T19%3A42%3A16Z%2F-1%2Fhost%2F54e2c9ce81a48f3f4b30c7119c48c882b9edce6b158b272e6c44cc963e914941&vid=8094358353207567738
岁月不声不响却让人慌慌张张,http://vdse.bdstatic.com//698d0cf259f3b4e36e15059838b647ca.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T07%3A12%3A45Z%2F-1%2Fhost%2F6bad6ec4a828b33c7adb4c0442bf9f956d87b4c25e172feb917a60e3a05fb671&vid=8135164687170188880
讨一世情缘,http://vdse.bdstatic.com//917f7ed12723f8da5aa63eaaf9e20f8f.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T23%3A41%3A48Z%2F-1%2Fhost%2F993da05060c0a7f4e8d54b7e5edf653133bfd6ae3ed1c044a0aa8950efce7870&vid=8175971021132810022
等不到的晚安,http://vd3.bdstatic.com/mda-kkcyu10uzzdi981p/v1-cae/sc/mda-kkcyu10uzzdi981p.mp4?pd=19&vt=1&playlist=%5B%221080p%22%2C%22hd%22%2C%22sc%22%5D
忘川的河,http://vdse.bdstatic.com//94a0a904dd1f19bc596c6b448e166224.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-30T09%3A41%3A12Z%2F-1%2Fhost%2Fd1e9556906c32bae743ed8709297ddc6a0e19a740fd00fd23d7724a7bf88457b&vid=8878270270746446718
我来人间一趟,http://vdse.bdstatic.com//0f854dde3f546813404358c1cc7ae1e5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T08%3A03%3A26Z%2F-1%2Fhost%2F2679414d3a9e4a862d1fe997841c7d15f08051c6c56e5b0bd782a3a8a016f436&vid=15470574328181460757
他不值得,http://vdse.bdstatic.com//3ba52da081ef1aa0c128b1513daf9d42.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A59%3A58Z%2F-1%2Fhost%2F93d08977e796afee203c309432543f0ea2a02e7a424ac2a87e96e42e22d12045&vid=7875591466872301997
天涯与她,http://vdse.bdstatic.com//4b7ef520a5c5e00c7394cafb24c8d075.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A58%3A29Z%2F-1%2Fhost%2F9752e508d9ef1abcb6a43cfe25d0f9e51f83537071489b5ab30c12642bbe8abb&vid=7916397800834923139
我不笨也不傻,http://vdse.bdstatic.com//f1752a2672ba3762adfe225c5452cd46.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A58%3A45Z%2F-1%2Fhost%2F498d80d371d40db001a5a6fc6a27a4b1d8a26e5f8d8f3b75630f70c037eb2595&vid=7957204134797544281
我曾把某人的心揉碎,http://vdse.bdstatic.com//b0f9e4a69e740f06dbd1c245ea0b58c8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A58%3A27Z%2F-1%2Fhost%2F3863abca5d68f38be2de401bd403f40fabe7ea40d1fc5a8e0c8c950b97e08e4b&vid=7998010468760165423
我的眼泪你不在乎,http://vdse.bdstatic.com//6d5236e558677f492626481d022ab658.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A58%3A58Z%2F-1%2Fhost%2F27ade7076b849f607818ba519897cf84a0fd6c86a7940aa3938bee84ff083483&vid=8038816802722786565
我们都会变,http://vdse.bdstatic.com//b5e4e0f751e98146e446445fd145acaf.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T09%3A44%3A22Z%2F-1%2Fhost%2F9d1c38b6deeb55e84f0cdda72a5de8bf9b05eebdf6021cfee9cc7ac3779b14fe&vid=8079623136685407707
一个梦一阵风,http://vdse.bdstatic.com//e2f13835c8d97be6c563b6b27e18e7a8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T05%3A01%3A05Z%2F-1%2Fhost%2F64977d322c6902ea7fd8d315f9784881626b12fb7acdff050e4d06552754e62e&vid=8120429470648028849
我只要,http://vdse.bdstatic.com//6e3ac104ebdd540951e0b46df5ad8ccb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T04%3A59%3A02Z%2F-1%2Fhost%2F531487c05ac0540c89ac4ce3c4d4dd47978f24016eb2089ae5a9dcc8928ca132&vid=8161235804610649991
我着了你的道,http://vdse.bdstatic.com//f87d580669862bf4b6ab030fcb028883.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-03T04%3A10%3A38Z%2F-1%2Fhost%2Fb3d38d60c02488de000ee0ed9bd1206a5ac0f3774e2f50a3a36833b5d117f439&vid=8202042138573271133
岁月不声不响却让人慌慌张张,http://vdse.bdstatic.com//e2139c981f240038c5af95fee81e6327.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T22%3A39%3A01Z%2F-1%2Fhost%2F55859765ead34d62cf18114f4d019b6329d35e9970bb575de2198a374a826607&vid=7894898641956652645



百度合辑,#genre#
魏佳艺合辑,http://vdse.bdstatic.com//9af3558559e2d06afddc2729366e772e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T20%3A37%3A04Z%2F-1%2Fhost%2Fa89cc00796033034179b6191476e640f105de32fe31cdcffdf752d2d9689fb46&vid=17535226761859742435
魏佳艺DJ版合辑,http://vd3.bdstatic.com/mda-rcmyhur2hq21dxe8/sc/cae_h264/1742708191634989373/mda-rcmyhur2hq21dxe8.mp4?pd=19&vt=1
苏谭谭合辑,https://vdse.bdstatic.com//58e9d0c9073811676c049a58f6d46e63.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T22%3A06%3A19Z%2F-1%2Fhost%2Fb6398731034deb4431ee61deb8e6c5048fb6dce0103fe79db57142a476fa67ea&vid=14745353853099076611
魏佳艺DJ版2合辑,http://vdse.bdstatic.com//5295ab0b47a58c9ea4ef46714178ca19.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-30T02%3A32%3A28Z%2F-1%2Fhost%2F0c2f5b98ee2cdff211061483e027cfc3f2e73f3797b27b2d4986e2a728a529c2&vid=16841948018918316516
苏谭谭DJ版合辑,https://vd3.bdstatic.com/mda-qcd3p1m87i1jtnjz/sc/cae_h264/1710822060024878444/mda-qcd3p1m87i1jtnjz.mp4?pd=19&vt=1
阿悠悠合辑,http://vdse.bdstatic.com//e8a2b94a9ecacbb04fb8d1250d7703ed.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T19%3A49%3A22Z%2F-1%2Fhost%2F929d6ec89d424e5f454dff376215154dc56cfb1127f1a34624f0925c3145d126&vid=15983933842219447238
阿悠悠DJ版合辑,http://vdse.bdstatic.com//ebe10315faecc07c3b1d4dea80411348.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T23%3A03%3A22Z%2F-1%2Fhost%2F7c3d3f758089cfb3eb8862087834414dba8b035cbea405a64f9eba5efedbb176&vid=2672303465754985169
莫叫姐姐合辑,http://vdse.bdstatic.com//ee73a7277171ef9374f513025d199ed7.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-05T00%3A37%3A48Z%2F-1%2Fhost%2Fa739ee3dc4db795fc3b798cc4a83af8aaecc9a1e00c7e322cdd65c77212f1b7e&vid=13099928482321268196
张茜合辑,http://vdse.bdstatic.com//0551c7a79c5215fff7aac07612c3b244.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T17%3A39%3A26Z%2F-1%2Fhost%2Fd871911020436df615425c2b969233bbeb3b8aa583c5954252aec02e56c141e5&vid=17862237381567331912
花姐合辑,http://vdse.bdstatic.com//80af1c1ad33d4746213fc6559cd74b5a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T17%3A51%3A11Z%2F-1%2Fhost%2Fb11cf7dc88a5d5cf585d562a767fd2685679fce3c9f9a9103ea0ee0d1a6b1ada&vid=17704115003349174518
安儿陈DJ版合辑,https://vdse.bdstatic.com//126b5ef2303d1abd78f729163043f2d9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T19%3A05%3A55Z%2F-1%2Fhost%2F9d2b06f9f90947ac6fd399db4bcbef2e36cd6965ef0c97797357da81af13751f&vid=16757676980565266847
孫露合辑,http://vdse.bdstatic.com//1cce949175391ca72101bab0503e7a15.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-05T06%3A30%3A03Z%2F-1%2Fhost%2Fd7691290dcc2315f08700cd4555149af22ea0fd9836d9ec25152991fba5bddd8&vid=439559120640057501
孫燕姿合辑,http://vdse.bdstatic.com//0067b08968f4319ff29cc18a63fb0be3.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T23%3A08%3A32Z%2F-1%2Fhost%2F56c28eeb643f2d4007c4ff8d370e7981ca515bac8ccf87e388c9d93f56b92878&vid=8350020876573317658
许美静合辑,http://vdse.bdstatic.com//cbadbab8e8d1c6d302c2473accd68883.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T19%3A04%3A17Z%2F-1%2Fhost%2Fbc3066349b1fcfe625b7c941aff4a4bd99466a0987907d4abf0b3aff47b56ff1&vid=16574092997408903235
凤凰传奇合辑,http://vdse.bdstatic.com//3b36a3e84882446b1e6e7fdaa15190c5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T04%3A14%3A44Z%2F-1%2Fhost%2Fde6f7e1c92a19d5a1339cc771090ac97c9b6d1a9b09d65e7c9c506319cf815c2&vid=10764503877214948724
凤凰传奇DJ合辑,http://vdse.bdstatic.com//d95fbe952ca8cd6386eaec10f02572b6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T00%3A39%3A09Z%2F-1%2Fhost%2F645cf5478b81742d1ec2fe2d2b82ff72b3b50a39de542ee3a91d669b7a54bd1f&vid=17982206838910381420
谭咏麟合辑,http://vdse.bdstatic.com//8de1194149e55115899d848004be00c0.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T04%3A29%3A27Z%2F-1%2Fhost%2F630a0c7f454b9b6992ba61f6920f6237709dc1e92a7238688f2607104bd36d25&vid=17969459934845090436
Beyond合辑,http://vdse.bdstatic.com//c07cb785d18d2124e7d81818e29e5b6d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-31T20%3A01%3A42Z%2F-1%2Fhost%2F776e76099ea2a8911f2f51df2c8ec72a743f09478aa50b1d0afcb95992879db9&vid=17827301156069949698
伍佰合辑,http://vdse.bdstatic.com//384e23b52316e65e8c8c2491b6c448c6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-02T22%3A02%3A15Z%2F-1%2Fhost%2F89996cc351d95d497f7414ad147569b55b24656caf866df904c0037d5bf3f28e&vid=901686970878617290
刀郎合辑,http://vdse.bdstatic.com//0010acb796108ab6c356c856b715cd01.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-01T15%3A39%3A30Z%2F-1%2Fhost%2F8fe5a0ae29fe769e42395cafff3ac52fd98ab37dcaec743696bf9fd54a2fb02d&vid=14089037224168853567
半吨兄弟合辑,http://vdse.bdstatic.com//977e74aa086df32108ee0179851b2ee4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-04T07%3A47%3A04Z%2F-1%2Fhost%2Fda75116f59dd1c8027f7b1ebea697a8eb095f8eceb0f18aed0121f5f4859c43d&vid=16559351738133029466
周华健合辑,http://vd3.bdstatic.com/mda-rcs6vdhg48pnkf5c/sc/cae_h264/1743075376630308647/mda-rcs6vdhg48pnkf5c.mp4?pd=19&vt=1
王菲合辑,http://vd3.bdstatic.com/mda-mmv8kju1mp1462vh/360p/h264_cae/1640844271671768409/mda-mmv8kju1mp1462vh.mp4?pd=19&vt=1
周杰伦合辑,http://vd3.bdstatic.com/mda-kkgynt8818z12yxm/hd/mda-kkgynt8818z12yxm.mp4?pd=19&vt=1
周杰伦DJ合辑,http://vdse.bdstatic.com//ed17962ecf05ab644c5c53f98035565f.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-04-05T09%3A47%3A42Z%2F-1%2Fhost%2F8fa5907e34c3a1baf53ad82d02065c18f5aabdfded3fdffadb7fe4bdce08d4d9&vid=13696925028787247906



抖音烟嗓,#genre#
嗓音合辑,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c91rg33c77udiullk45g&ratio=720p&line=0
魏佳艺经典合辑,https://txmov2.a.kwimgs.com/bs3/video-hls/5226427471582302532_hlsb.m3u8
魏佳艺合辑,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c6g7qtjc77u1tm3ia48g&ratio=720p&line=0
苏谭谭合辑,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c9lmlq3c77u57r0p0kt0&ratio=720p&line=0
亚男合辑,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000ce32qhrc77u0jq41pia0&ratio=720p&line=0
可能,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000capqkl3c77u7ab80tbpg&ratio=720p&line=0
父亲写的散文诗,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c51l03jc77u0jl2f3lc0&ratio=720p&line=0
我来人间走一趟,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000ccq3okrc77uec3qh49r0&ratio=720p&line=0
改写人生,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c60ikebc77uf30g8pbl0&ratio=720p&line=0
敬给自己,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c5db46jc77ud8rq8ldpg&ratio=720p&line=0
你是我唯一执着,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c96mfr3c77ud2uo2a7a0&ratio=720p&line=0
我们在岁月中磨去了脾,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cf388vbc77u0ajoshp9g&ratio=720p&line=0
活着就是幸福,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cb8l89rc77u819h7qns0&ratio=720p&line=0
漂泊的人,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cf38pabc77u0pv0ofpv0&ratio=720p&line=0
一个人的历练,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000caach2jc77ufugdoskug&ratio=720p&line=0
往后余生,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fdc0000bvui1amqg2f543lohhmg&ratio=720p&line=0
用力活着,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000ccfepobc77ub97b6p5lg&ratio=720p&line=0
一路向北,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fc00000c0kedfc8i22ehp2vvk4g&ratio=720p&line=0
掌心之中,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c83pcq3c77u9p11qauvg&ratio=720p&line=0
叹这一生,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c6hpt43c77u3rbqb8d6g&ratio=720p&line=0
走在冷雨中,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c6q1bs3c77u80q442340&ratio=720p&line=0
一半疯了,http://vdse.bdstatic.com//dc6ab7bfd079a03c3f3e81100c17b5b6.mp4
修,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c4ub613c77u68ia05150&ratio=720p&line=0
你不配我对你那么好,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cd2vc1jc77u5ci5uisr0&ratio=720p&line=0
九十九步退一步,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cb8dv4bc77u8o2m1mtr0&ratio=720p&line=0
分开的那天,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c7cmp5rc77u1jhqd2tfg&ratio=720p&line=0
除了梦里再没见过你,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000cd44gsbc77u61rmej38g&ratio=720p&line=0
布洛芬也医不好我的痛,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cf7kmpjc77udqhpnf4bg&ratio=720p&line=0
爱上又失去,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000cdnh143c77u6t1l5fvvg&ratio=720p&line=0
九十九步,https://vd2.bdstatic.com/mda-nbk88c8b5d4vsf2m/sc/cae_h264_delogo/1645443281073338534/mda-nbk88c8b5d4vsf2m.mp4
爱上你是一个错,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cf3m9crc77uaqhs4japg&ratio=720p&line=0
人间某处,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c2n25dbc77u8k0l6h7eg&ratio=720p&line=0
再也不是你,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c2k6i376nt7qjnsvge90&ratio=720p&line=0
丢掉尊严换不回你,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fd70000btven17tchf8ugqjhso0&ratio=720p&line=0
街角恋人,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200ffc0000c0l3ufmt4tscg9iohq60&ratio=720p&line=0
一个人的剧本,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c4rp4qbc77ub6o5domug&ratio=720p&line=0
我曾,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c8rfvr3c77u58p59c4hg&ratio=720p&line=0
九块九的爱情,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cb352mbc77u35cm0kr6g&ratio=720p&line=0
我喝过凌晨的酒,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000ccoodqrc77ufr2hlach0&ratio=720p&line=0
不肯说,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000ceb93g3c77u0ehh4m000&ratio=720p&line=0
人间独宠,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ccbbmqjc77uf1eij25hg&ratio=720p&line=0
真心换不来珍惜,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cesbevrc77ubamhorutg&ratio=720p&line=0
所谓的避风港,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c8lk85bc77ud9r8hptig&ratio=720p&line=0
承诺是个美丽的谎,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cf0du2jc77u538gj6fsg&ratio=720p&line=0
你的城市下雪了,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000cf1uo8rc77u62177pv2g&ratio=720p&line=0
沙漠抓鱼,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cf154h3c77u0vu3mr6vg&ratio=720p&line=0
人间一趟爱你一场,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000cde1e93c77ua592rq8k0&ratio=720p&line=0
你若三冬,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000cdpfmkbc77u6t1mppee0&ratio=720p&line=0
听说,https://m.douyin.com/aweme/v1/playwm/?video_id=v0200fg10000c6uu0a3c77u4g4p870vg&ratio=720p&line=0
飞蛾扑火,https://m.douyin.com/aweme/v1/playwm/?video_id=v0300fg10000c62lmajc77ub952gnco0&ratio=720p&line=0
风雨无阻,https://m.douyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cajhiorc77u5ff0gktlg&ratio=720p&line=0



抖音粤语DJ,#genre#
全粤语8090经典劲爆DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cnamtabc77u54nj2kh6g&ratio=720p&line=0
gamgamDJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cr8r23nog65mnbf3616g&ratio=720p&line=0
爱是一场梦DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000csppmffog65uhi36ibtg&ratio=720p&line=0
经典粤语DJ私人订制,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crdl34vog65v7e9of17g&ratio=720p&line=0
嘉俊-包房自制串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cr0tlanog65thcno13c0&ratio=720p&line=0
粤语打碟现场串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crom7dnog65uq525ar4g&ratio=720p&line=0
Electro风格全粤语女声串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000ct65p5fog65r7qkgveu0&ratio=720p&line=0
全粤语Club风格汽车慢摇串烧DJ,http://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cpp7b2nog65rhkqq6tpg
粤语伤感情歌嗨曲串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cph1etnog65mpr23b990&ratio=720p&line=0
全粤语女声深情DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ctbb4kvog65q67op5tug&ratio=720p&line=0
流行中文DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cqakmn7og65pve8rk7d0&ratio=720p&line=0
